title,brand,category,rating,rating_count_num,sold,price,original_price_num,savings,discount_pct,currency,delivery,link
"New Winter Thickened, Men Knit Hat With Earmuffs To Keep Warm, Ski Hat",New,Mens Accessories,4.4,18,102,1432.0,1960.0,528.0,26.94,Rs.,Free Delivery,//www.daraz.pk/products/new-winter-thickened-men-knit-hat-with-earmuffs-to-keep-warm-ski-hat-i432370338-s2064256703.html?search=1
Beanie cap-Wool cap with neck warmer for men women| Winter cap for Unisex,Beanie,Mens Accessories,4.6,45,345,430.0,1000.0,570.0,57.0,Rs.,Free Delivery,//www.daraz.pk/products/-i377819145-s1907868508.html?search=1
Customized Cap/white cap/with name or logo Customized Cap - Name Cap - Print your name - Gift Cap,Customized,Mens Accessories,3.9,50,577,330.0,800.0,470.0,58.75,Rs.,Free Delivery,//www.daraz.pk/products/-i335948960-s1739688367.html?search=1
Benie Hat and Cap For Winter Cap and neck Good Quality Stuff,Benie,Mens Accessories,4.7,10,77,540.0,700.0,160.0,22.86,Rs.,Free Delivery,//www.daraz.pk/products/-i434173131-s2082499689.html?search=1
Woolen Gloves For Men,Woolen,Mens Accessories,4.4,27,135,85.0,199.0,114.0,57.29,Rs.,Free Delivery,//www.daraz.pk/products/-i102497184-s1248345766.html?search=1
Original Quality Beanie Cap Hat Winter Knitted Cap,Original,Mens Accessories,4.6,54,333,249.0,899.0,650.0,72.3,Rs.,0,//www.daraz.pk/products/-i188196089-s1377100254.html?search=1
"Braided elastic woven leather stretchable Belt for Men & Boys 14"" to 34""",Braided,Mens Accessories,3.4,9,74,299.0,750.0,451.0,60.13,Rs.,0,//www.daraz.pk/products/-i433577880-s2081285199.html?search=1
Men Shirt Stays Garter  Belt Elastic Nylon Men's Adjustable Suspenders Holders Shirt Slim Fit Shirt Holders,Men,Mens Accessories,4.4,190,1000,521.0,1000.0,479.0,47.9,Rs.,0,//www.daraz.pk/products/-i143880419-s1305110935.html?search=1
Full Set-2 Piece Black Beanie Cap Neck Warmer Full Set Cap Scarf Set,Full,Mens Accessories,4.5,19,139,499.0,1499.0,1000.0,66.71,Rs.,0,//www.daraz.pk/products/2-i188170754-s2166174927.html?search=1
Pack of 3 pairs Cotton Gloves for Bikers UV rays Protection Gloves for Men/Women,Pack,Mens Accessories,4.1,36,183,249.0,499.0,250.0,50.1,Rs.,0,//www.daraz.pk/products/3-uv-i421979439-s2160837445.html?search=1
"Paisley unisex Bandana Scarf, Bandana for Girls, Bandana for Men Head / black colored printed headband bandana",Paisley,Mens Accessories,4.5,81,657,210.0,270.0,60.0,22.22,Rs.,0,//www.daraz.pk/products/paisley-unisex-bandana-scarf-bandana-for-girls-bandana-for-men-head-black-colored-printed-headband-bandana-i360033327-s2094629568.html?search=1
Beanie Full Set-2 Piece Cap + Neck Warmer/Hat & Warmer/Topi Hat Cap Neck Warmer Muffler Beanie Cap Neck Warmer,Beanie,Mens Accessories,4.7,163,1000,585.0,850.0,265.0,31.18,Rs.,Free Delivery,//www.daraz.pk/products/2-i257937279-s1474874705.html?search=1
Men's Genuine Leather Dress Belts Made with Premium Quality - Classic and Fashion Design for Work Business and Casual,Men's,Mens Accessories,4.0,56,249,490.0,1599.0,1109.0,69.36,Rs.,Free Delivery,//www.daraz.pk/products/-i230275530-s1450530645.html?search=1
"Winter Woolen Cap for Men And Women, Beanie Neck Warmer Cap Full Set, 2 Piece Garam Muffler Topi For Ladies, Winter Collection, Knitted Hat Scarf Cap, Winter Cap With Neck Cover, Cap With Neck Warmers, stylish skull cap, Thicken Hedging Balaclava Skullies",Winter,Mens Accessories,4.5,67,593,450.0,999.0,549.0,54.95,Rs.,0,//www.daraz.pk/products/winter-woolen-cap-for-men-and-women-beanie-neck-warmer-cap-full-set-2-piece-garam-muffler-topi-for-ladies-winter-collection-knitted-hat-scarf-cap-winter-cap-with-neck-cover-cap-with-neck-warmers-stylish-skull-cap-thicken-hedging-balaclava-skullies-i270996708-s1484388256.html?search=1
Short Brim Baseball Hat For Men Solid Color Duck Tongue Cap Cotton Casual Sun Visors Fashion Male Peaked Caps casquette homme,Short,Mens Accessories,4.5,75,381,1437.0,2874.0,1437.0,50.0,Rs.,Free Delivery,//www.daraz.pk/products/-i428407167-s2037304272.html?search=1
Men Breathable Nylon Web Canvas Fabric Belt,Men,Mens Accessories,3.7,10,54,99.0,399.0,300.0,75.19,Rs.,Free Delivery,//www.daraz.pk/products/-i446613421-s2183194914.html?search=1
Swift Wears Men Genuine 100% Genuine Lambskin Leather Driving Gloves Chauffeur,Swift,Mens Accessories,4.7,189,889,1386.0,1400.0,14.0,1.0,Rs.,0,//www.daraz.pk/products/swift-wears-men-genuine-100-genuine-lambskin-leather-driving-gloves-chauffeur-i254266295-s1470752179.html?search=1
Warm Soft Winter Baseball Cap Man Knitted Beanie Hats Landlord Caps Outdoor Bonnet,Warm,Mens Accessories,4.4,7,65,1053.0,1524.0,471.0,30.91,Rs.,Free Delivery,//www.daraz.pk/products/-i435847039-s2091347528.html?search=1
Turning Buckle two sided belt for Men,Turning,Mens Accessories,4.1,259,1000,470.0,999.0,529.0,52.95,Rs.,Free Delivery,//www.daraz.pk/products/-i170322715-s1340286245.html?search=1
Beanie Cap And Neck Warmer  Winter Knitted Beanie Hat and Neck Warmer Scarf Set for Boys Girls,Beanie,Mens Accessories,4.6,18,203,499.0,1599.0,1100.0,68.79,Rs.,0,//www.daraz.pk/products/-i240485895-s1459661282.html?search=1
ECHINDA Winter Outdoor Faux Leather Waterproof Full Finger Touch Screen Gloves,ECHINDA,Mens Accessories,4.5,104,519,1616.0,2100.0,484.0,23.05,Rs.,Free Delivery,//www.daraz.pk/products/echidna-i169246260-s1338872533.html?search=1
Baseball Original leather Cap Brown Black Red pure sheep leather cap for men and women Hats & Caps,Baseball,Mens Accessories,4.3,49,307,999.0,2000.0,1001.0,50.05,Rs.,Free Delivery,//www.daraz.pk/products/-i387871158-s1910923559.html?search=1
PRINTED SHEMAGH KEFFIYAH FOR EVERYONE,PRINTED,Mens Accessories,4.5,15,194,540.0,650.0,110.0,16.92,Rs.,Free Delivery,//www.daraz.pk/products/arabic-print-shemagh-i433782254-s2081472178.html?search=1
New Design Multi Layer Pocket Square Romal for men's Coat WHITE,New,Mens Accessories,4.8,13,73,83.0,125.0,42.0,33.6,Rs.,Free Delivery,//www.daraz.pk/products/-i434158830-s2082474395.html?search=1
2 Piece Cap + Neck Warmer Muffler,2,Mens Accessories,4.4,18,71,698.0,1195.0,497.0,41.59,Rs.,Free Delivery,//www.daraz.pk/products/2-i389800332-s1914188705.html?search=1
Men leather belt 2 in 1 Double Sided Black and Brown Leather Belt for Men,Men,Mens Accessories,4.5,204,812,999.0,1400.0,401.0,28.64,Rs.,0,//www.daraz.pk/products/1-2-i240075620-s2182671648.html?search=1
Gajraj Knitted Beanie Cap for Men & Women | Winter cap | Winter collection | Black color,Gajraj,Mens Accessories,4.5,26,213,799.0,1200.0,401.0,33.42,Rs.,0,//www.daraz.pk/products/-i365429780-s1914810112.html?search=1
WINTER SALE-IMPORTED MUFFLER SCARVES FOE MEN MULTI COLOR,WINTER,Mens Accessories,4.7,61,239,699.0,900.0,201.0,22.33,Rs.,Free Delivery,//www.daraz.pk/products/-i258290392-s1475143681.html?search=1
Premium Quality Handmade Mix Woolen Chitrali Pakol Peshawar Topi Pathani Cap For Men & Women With Feather & Markhor Logo,Premium,Mens Accessories,4.5,37,256,1049.0,1199.0,150.0,12.51,Rs.,Free Delivery,//www.daraz.pk/products/chitrali-cap-with-markhor-feather-i374276788-s1915022858.html?search=1
(200% Result) - Hair King Oil - Hair Growing Herbal Oil - GUARANTEED RESULT,(200%,Mens Accessories,3.9,52,417,252.0,500.0,248.0,49.6,Rs.,0,//www.daraz.pk/products/200-result-hair-king-oil-hair-growing-herbal-oil-guaranteed-result-i423743691-s2007163132.html?search=1
Winter Cap for men - women knitted Cap Thicken Hedging Cap Balaclava Skullies Fashion Warm knit Beanie for Winter cap for Women,Winter,Mens Accessories,4.7,364,2000,450.0,790.0,340.0,43.04,Rs.,Free Delivery,//www.daraz.pk/products/winter-cap-for-men-women-knitted-cap-thicken-hedging-cap-balaclava-skullies-fashion-warm-knit-beanie-for-winter-cap-for-women-i249000065-s1466756928.html?search=1
Qiunery Man Fashion Winter PU Leather Thickened Touched Screen Glove Car Driving Mittens,Qiunery,Mens Accessories,4.5,40,268,1510.0,2160.0,650.0,30.09,Rs.,Free Delivery,//www.daraz.pk/products/qiunery-pu-i202418608-s1401724132.html?search=1
Brown and BLACK LEATHER BASEBALL CAP HAT CAPS HATS ADJUSTABLE MADE IN Pakistan,BLACK,Mens Accessories,3.6,21,154,757.0,1200.0,443.0,36.92,Rs.,Free Delivery,//www.daraz.pk/products/-i223737890-s1441253223.html?search=1
Slim and light weight Long Wallet For Men,Slim,Mens Bags,4.5,2720,18000,398.0,500.0,102.0,20.4,Rs.,0,//www.daraz.pk/products/pu-i315614053-s1671214563.html?search=1
ATM Cards Holder Wallet - Best Quality Card Holder Space Saving Wallets,ATM,Mens Bags,4.0,117,1000,135.0,199.0,64.0,32.16,Rs.,Free Delivery,//www.daraz.pk/products/atm-i436005036-s2094189946.html?search=1
"Customize Name On Wallet Keychain and pen With Gift Box Packing (PERFECT GIFT TO SEND YOUR FATHER , HUSBAND , FIANCE OR ANY ONE)",Customize,Mens Bags,4.6,2560,11000,619.0,1400.0,781.0,55.79,Rs.,0,//www.daraz.pk/products/-i329518190-s1707341550.html?search=1
"Premium Quality pocket friendly Slim and Smart & Classy Wallet and card holder purse for Men & Boys,",Premium,Mens Bags,4.5,105,799,247.0,625.0,378.0,60.48,Rs.,0,//www.daraz.pk/products/premium-quality-pocket-friendly-slim-and-smart-classy-wallet-and-card-holder-purse-for-men-boys-i438158233-s2119052045.html?search=1
"Customize Name On Wallet Keychain and pen With Gift Box Packing (PERFECT GIFT TO SEND YOUR FATHER , HUSBAND , FIANCE OR ANY ONE)",Customize,Mens Bags,4.6,2088,10000,644.0,1400.0,756.0,54.0,Rs.,0,//www.daraz.pk/products/-i153108504-s1317770442.html?search=1
Men Long Wallet PU Leather Slim Wallet Long Clutch Leather Wallet Long Business Male Wallet Coin Purse Men Purse Pouch with Card Holder for Men,Men,Mens Bags,4.6,129,830,649.0,1899.0,1250.0,65.82,Rs.,Free Delivery,//www.daraz.pk/products/pu-i368275982-s1826234065.html?search=1
Waist Bag Men Waterproof Sling BagPack Waist Bag Large Capacity Wear-resistant Hip Belt Cross body Shoulder Pouch Purse Man Chest Bag Side Bag Fanny Bag with Headphone Jack- For Men,Waist,Mens Bags,4.3,144,928,551.0,1550.0,999.0,64.45,Rs.,Free Delivery,//www.daraz.pk/products/-i435804947-s2091275948.html?search=1
Wallet for Men Leather RFID Blocking Bifold Stylish Wallet for Boys,Wallet,Mens Bags,4.7,2393,10000,798.0,999.0,201.0,20.12,Rs.,0,//www.daraz.pk/products/wallet-for-men-leather-rfid-blocking-bifold-stylish-wallet-for-boys-i143352945-s1886093847.html?search=1
BROWN LEATHER WALLET,BROWN,Mens Bags,3.7,162,2000,189.0,300.0,111.0,37.0,Rs.,Free Delivery,//www.daraz.pk/products/-i171524993-s2145659038.html?search=1
"CUSTOMIZE NAME ON MEN WALLET KEY CHAINS AND PEN WITH BOX PACKING (PERFECT GIFT TO SEND YOUR FATHER , HUSBAND , FIANCE OR ANY ONE)",CUSTOMIZE,Mens Bags,4.3,124,691,664.0,1300.0,636.0,48.92,Rs.,Free Delivery,//www.daraz.pk/products/-i179968231-s1358428115.html?search=1
PERSONALIZED/CUSTOMIZE NAME AND PICTURE ENGRAVED WALLET AND KEYCHAIN WITH BOX,PERSONALIZED/CUSTOMIZE,Mens Bags,4.6,1430,6000,634.0,1000.0,366.0,36.6,Rs.,0,//www.daraz.pk/products/-i217795673-s1428426668.html?search=1
Personalized/Customized Name On Wallet Keychain and pen With Gift Box,Personalized/Customized,Mens Bags,4.7,2591,10000,633.0,1200.0,567.0,47.25,Rs.,0,//www.daraz.pk/products/-i181188403-s1360528806.html?search=1
Leather Long Wallet For Men Slim Money Mobile Wallet Card Holder ( 3 designs ),Leather,Mens Bags,4.5,275,1000,494.0,799.0,305.0,38.17,Rs.,0,//www.daraz.pk/products/3-i410231834-s2081440576.html?search=1
Best Leather wallet for men stylish leather purse for men,Best,Mens Bags,4.6,819,4000,398.0,499.0,101.0,20.24,Rs.,0,//www.daraz.pk/products/best-leather-wallet-for-men-stylish-leather-purse-for-men-i267759892-s1482593775.html?search=1
Stylish slim long PU leather wallet for men - Mobile wallet for men,Stylish,Mens Bags,4.6,1237,6000,393.0,699.0,306.0,43.78,Rs.,0,//www.daraz.pk/products/stylish-slim-long-pu-leather-wallet-for-men-mobile-wallet-for-men-i317790223-s1869032932.html?search=1
New Style Mini Thin Men Wallet Card Holder Men's Purse Coin Pouch Card Holder Short Canvas Card Holder Wallet,New,Mens Bags,4.2,223,1000,327.0,1285.0,958.0,74.55,Rs.,Free Delivery,//www.daraz.pk/products/-i411327077-s1965104423.html?search=1
Slim and Smart Card Holder Wallet for Men and Boys Without Button,Slim,Mens Bags,4.1,224,1000,109.0,249.0,140.0,56.22,Rs.,Free Delivery,//www.daraz.pk/products/-i435954858-s2094058021.html?search=1
Best Slim leather wallet for men - stylish wallet for boys Multicolor,Best,Mens Bags,4.5,379,2000,348.0,599.0,251.0,41.9,Rs.,0,//www.daraz.pk/products/best-slim-leather-wallet-for-men-stylish-wallet-for-boys-multicolor-i270707765-s1484189974.html?search=1
"CUSTOMIZE NAME ON WALLET AND KEY CHAINS WITH BOX PACKING (PERFECT GIFT TO SEND YOUR FATHER , HUSBAND , FIANCE OR ANY ONE)",CUSTOMIZE,Mens Bags,4.6,1398,6000,577.0,1000.0,423.0,42.3,Rs.,0,//www.daraz.pk/products/-i177316195-s1352782112.html?search=1
Genuine Leather Wallet for men- Stylish leather Wallet for boys 7 Card holder Pockets Pure cow Leather Decent Smart and Long lasting Brown Black Coffee,Genuine,Mens Bags,4.4,59,314,632.0,2599.0,1967.0,75.68,Rs.,Free Delivery,//www.daraz.pk/products/7-i450426223-s2143550209.html?search=1
Genuine Leather Wallet for men- Stylish leather Wallet 9 Card holder Pockets 2 CASH AND KEY POCKETS Leather Decent Smart and Long lasting Brown,Genuine,Mens Bags,4.4,202,1000,330.0,499.0,169.0,33.87,Rs.,Free Delivery,//www.daraz.pk/products/9-2-i376807453-s1862960171.html?search=1
Automatic Metal Pop Up Card Holder Wallet for Men and Woman Slim wallet  Small Card holder,Automatic,Mens Bags,4.7,39,333,295.0,399.0,104.0,26.07,Rs.,0,//www.daraz.pk/products/-i437663595-s2110249737.html?search=1
"Genuine Leather Wallet For Men | Brown, Black, Coffee Colors | Medium Sized Pocket Friendly Wallet.",Genuine,Mens Bags,4.7,45,279,527.0,1000.0,473.0,47.3,Rs.,Free Delivery,//www.daraz.pk/products/-i426790105-s2171757423.html?search=1
Slim and Smart Card Holder Wallet for Men and Boys - Hot Selling Small Wallet,Slim,Mens Bags,4.6,537,3000,115.0,299.0,184.0,61.54,Rs.,Free Delivery,//www.daraz.pk/products/-i269011478-s1793243850.html?search=1
"CUSTOMIZE NAME AND PICTURE ENGRAVED WALLET WITH BOX PACKING (PERFECT GIFT TO SEND YOUR FATHER , HUSBAND , FIANCE OR ANY ONE)",CUSTOMIZE,Mens Bags,4.6,882,3000,544.0,800.0,256.0,32.0,Rs.,0,//www.daraz.pk/products/-i216447201-s1426235290.html?search=1
Al Asar Traders Slim and Smart 5 Slots Card Holder Wallet For Men Stylish Branded Mini Wallets Purse For Men Best Wallet Gift For Loved Ones,Al,Mens Bags,4.3,60,460,222.0,800.0,578.0,72.25,Rs.,Free Delivery,//www.daraz.pk/products/al-asar-traders-slim-and-smart-5-slots-card-holder-wallet-for-men-stylish-branded-mini-wallets-purse-for-men-best-wallet-gift-for-loved-ones-i424140425-s2009425394.html?search=1
"crossbody bag, Cross body bag, Shoulder bag, Sling Bag, Umrah bag, hajj bag, for Men Women, Hiking bag Multipurpose Cross Body Chest Bag",crossbody,Mens Bags,4.2,68,519,549.0,2250.0,1701.0,75.6,Rs.,Free Delivery,//www.daraz.pk/products/-i436924160-s2167545568.html?search=1
Genuine Leather Men's Purse Wallet For Men BiFold [ Compact Size ] Wallet Clasp,Genuine,Mens Bags,4.5,1576,7000,642.0,1200.0,558.0,46.5,Rs.,Free Delivery,//www.daraz.pk/products/-i347520216-s1775395274.html?search=1
100% Pure Korean Fabric Bag for University College school travel laptop business boy boys men bag,100%,Mens Bags,4.5,1825,9000,1099.0,6000.0,4901.0,81.68,Rs.,0,//www.daraz.pk/products/imported-fabric-bag-for-university-college-school-travel-laptop-business-boy-boys-men-backpack-i143020644-s2039320342.html?search=1
slim and light weight Pu Leather Wallet For Men,slim,Mens Bags,4.3,120,676,398.0,500.0,102.0,20.4,Rs.,0,//www.daraz.pk/products/-i319425574-s1695625169.html?search=1
GENUINE QUALITY CUSTOMIZE NAME AND PICTURE ENGRAVED WALLET AND KEYCHAIN WITH BOX PACKING,GENUINE,Mens Bags,4.1,115,580,633.0,1200.0,567.0,47.25,Rs.,0,//www.daraz.pk/products/-i329483899-s1707316139.html?search=1
MENSPE Men Wallet Wheat Print Short Wallet Men's PU Horizontal Short Wallet Men Wallet Soft PU Wallet Multi-Card Position ID Credit Cards Holders Moneybag Business Wallets,MENSPE,Mens Bags,4.7,238,945,1330.0,2919.0,1589.0,54.44,Rs.,Free Delivery,//www.daraz.pk/products/pu-pu-id-i265073946-s1913368810.html?search=1
100% Pure Korean Fabric Bag for University College school travel laptop business boy boys men bag,100%,Mens Bags,4.3,70,363,1099.0,1799.0,700.0,38.91,Rs.,Free Delivery,//www.daraz.pk/products/100-i437556662-s2122034819.html?search=1
100% Pure Korean Fabric Bag for University College school travel laptop business boy boys men bag,100%,Mens Bags,4.3,63,341,1050.0,2099.0,1049.0,49.98,Rs.,0,//www.daraz.pk/products/100-i447269616-s2144926304.html?search=1
Zip card wallet Pu Leather Minimalist Men's Purse Long Wallet For Men Bi Fold Simple Wallet Clasp Card Holder Wallet Small Wallet for Men and Boys - Slim and Smart Wallet Small Wallet for Men and Boys - Slim and Smart Wallet,Zip,Mens Bags,4.4,474,2000,349.0,450.0,101.0,22.44,Rs.,Free Delivery,//www.daraz.pk/products/pu-i381688418-s2081334038.html?search=1
Baellerry Long Wallet For Men Slim Money Mobile Men Leather Wallet Card Holder ( 2 designs ),Baellerry,Mens Bags,4.4,83,467,735.0,1699.0,964.0,56.74,Rs.,Free Delivery,//www.daraz.pk/products/2-i380412822-s2140791342.html?search=1
Best slim and small leather wallet for men with zipper,Best,Mens Bags,4.7,1949,10000,290.0,599.0,309.0,51.59,Rs.,0,//www.daraz.pk/products/best-slim-and-small-leather-wallet-for-men-with-zipper-i129526780-s1289303099.html?search=1
"CUSTOMIZE NAME ON WALLET , KEY CHAINS , PEN WITH BOX PACKING (PERFECT GIFT TO SEND YOUR FATHER , HUSBAND , FIANCE OR ANY ONE)",CUSTOMIZE,Mens Bags,4.6,1084,4000,719.0,1500.0,781.0,52.07,Rs.,0,//www.daraz.pk/products/-i196914397-s1392232641.html?search=1
New PU Leather Men Vintage Wallet Brand Luxury Short Holder Wallet For Men,PU,Mens Bags,4.6,674,3000,398.0,800.0,402.0,50.25,Rs.,0,//www.daraz.pk/products/-i215022382-s1424194404.html?search=1
"High Quality Customize Wallet, Keychain And Pen Name Engrave For Men With Gift Box Packing",High,Mens Bags,4.6,351,1000,749.0,1350.0,601.0,44.52,Rs.,Free Delivery,//www.daraz.pk/products/-i187518274-s1375742876.html?search=1
"100% Pure TOP Quality BAG for Laptop, University,  College school travel laptop business boy boys men",TOP,Mens Bags,4.5,2356,12000,719.0,2500.0,1781.0,71.24,Rs.,0,//www.daraz.pk/products/imported-fabric-bag-for-university-college-school-travel-laptop-business-boy-boys-men-backpack-i139450315-s1685814462.html?search=1
Zip card wallet Genuine Leather Minimalist Men's Purse Long Wallet For Men Bi Fold Simple Wallet Clasp Card Holder Wallet Small Wallet for Men and Boys - Slim and Smart Wallet Small Wallet for Men and Boys - Slim and Smart Wallet,Zip,Mens Bags,4.5,65,620,309.0,499.0,190.0,38.08,Rs.,0,//www.daraz.pk/products/-i438588697-s2123295842.html?search=1
"Vertical Aluminum Material Card Badge Holders,Bus Card ID Card-1pcs",Vertical,Mens Bags,4.7,129,1000,164.0,169.0,5.0,2.96,Rs.,Free Delivery,//www.daraz.pk/products/vertical-aluminum-material-card-badge-holdersbus-card-id-card-1pcs-i252284210-s1469444483.html?search=1
"Maliq Traders Mobile and Pen key holder Black Wood Key Holder (8 Hooks, Black) | Mobile Charging Stand | Keys Hanging Hooks | Key Hanger on Wall",Maliq,Mens Bags,4.7,31,169,249.0,899.0,650.0,72.3,Rs.,Free Delivery,//www.daraz.pk/products/8-i437667155-s2118861923.html?search=1
"PU LEATHER WALLETS, SLIM SMART WALLET FOR MEN AND BOYS, STYLISH WALET WITH ATM MINI CARD HOLDER POCKETS.",PU,Mens Bags,4.3,19,154,389.0,899.0,510.0,56.73,Rs.,Free Delivery,//www.daraz.pk/products/pu-atm-i450199390-s2143252301.html?search=1
MENSPE Men Wallet Soft PU Wallet Business Wallets High Quality PU Leather Coin Bag Zipper Multi-Card Position ID Credit Cards Holders Solid Color Travel Purses Coin Pouch,MENSPE,Mens Bags,4.7,420,1000,1290.0,2719.0,1429.0,52.56,Rs.,Free Delivery,//www.daraz.pk/products/pu-pu-id-i314235201-s1830445511.html?search=1
Best Hot Selling Slim Card Holder Wallet Mini Small Wallet for Men & Boy Light weight Minimalist Front Pocket Wallet-Multi-color Small Wallet for boys and kids - Slim and Smart Wallet,Best,Mens Bags,4.3,23,232,120.0,499.0,379.0,75.95,Rs.,0,//www.daraz.pk/products/-i428949808-s2039540714.html?search=1
New Fashion Slim and Light weight Long Wallet for Men and Card Holders,New,Mens Bags,4.5,102,563,499.0,699.0,200.0,28.61,Rs.,Free Delivery,//www.daraz.pk/products/-i409523987-s2081529451.html?search=1
Card Holder Male Fashion steel Wallet Slim Thin Card holder different colors card holder Men Aluminum Card holder Slim Metal Wallet Card Wallet for Men and Women-Multi-color Pop up Card holder,Card,Mens Bags,4.2,33,180,99.0,190.0,91.0,47.89,Rs.,Free Delivery,//www.daraz.pk/products/-i445549943-s2134963122.html?search=1
Small wallet for men BACK Leather wallet Slim AND Soft Card Holder For Men & Women,Small,Mens Bags,3.5,53,441,199.0,300.0,101.0,33.67,Rs.,0,//www.daraz.pk/products/-i355647182-s1790954186.html?search=1
High Quality BAG for University  College school travel laptop business for boys,BAG,Mens Bags,4.8,895,3000,899.0,5000.0,4101.0,82.02,Rs.,0,//www.daraz.pk/products/high-quality-bag-for-university-college-school-travel-laptop-business-boy-boys-men-backpack-i178666563-s1982597190.html?search=1
WALLET FOR MEN SLIM AND SMART CARD HOLDER,WALLET,Mens Bags,3.5,24,175,250.0,699.0,449.0,64.23,Rs.,Free Delivery,//www.daraz.pk/products/-i445910518-s2135687569.html?search=1
LouisWill Card Holder Men Wallet Money Bag Male Vintage Black Short Purse PU Leather Fashion Wallets Slim Thin Wallets,LouisWill,Mens Bags,4.6,540,2000,1280.0,2049.0,769.0,37.53,Rs.,Free Delivery,//www.daraz.pk/products/pu-i186174912-s1372272606.html?search=1
Premium Quality Leather Wallet For Men,Premium,Mens Bags,4.1,26,153,188.0,499.0,311.0,62.32,Rs.,Free Delivery,//www.daraz.pk/products/-i436051081-s2146035040.html?search=1
Slim Card Holder Wallet Mini Wallet for Men & Boy Light weight Minimalist Front Pocket Wallet,Slim,Mens Bags,4.5,20,194,199.0,220.0,21.0,9.55,Rs.,Free Delivery,//www.daraz.pk/products/-i434204616-s2082553041.html?search=1
Men's Wallet Short Multi-card Coin Purse Bifold Fashion Casual Wallet PU Leather Youth Thin Two-fold Horizontal Wallet Men 2022 New,Men's,Mens Bags,4.7,840,3000,699.0,1699.0,1000.0,58.86,Rs.,Free Delivery,//www.daraz.pk/products/pu-2022-i264808252-s1481134723.html?search=1
CUSTOMIZE NAME AND PICTURE ENGRAVED WALLET AND KEYCHAIN ALONG WITH PEN AND GIFT BOX PACKING (PERFECT GIFT TO SEND YOUR LOVED ONCE),CUSTOMIZE,Mens Bags,4.6,436,1000,788.0,1700.0,912.0,53.65,Rs.,0,//www.daraz.pk/products/-i210600147-s1417602513.html?search=1
"CUSTOMIZE NAME ON WALLET , KEY CHAINS , PEN WITH BOX PACKING (PERFECT GIFT TO SEND YOUR FATHER , HUSBAND , FIANCE OR ANY ONE)",CUSTOMIZE,Mens Bags,4.2,117,621,677.0,1500.0,823.0,54.87,Rs.,0,//www.daraz.pk/products/-i153134006-s1317776957.html?search=1
Men’s Long Slim Wallet Microfibre Leather Long Purse - Ultra Slim and Business Luxurious & Finest Quality,Men’s,Mens Bags,3.8,26,175,743.0,990.0,247.0,24.95,Rs.,Free Delivery,//www.daraz.pk/products/mens-long-slim-wallet-microfibre-leather-long-purse-ultra-slim-and-business-luxurious-finest-quality-i436358102-s2095361106.html?search=1
Leather wallet for men,Leather,Mens Bags,4.6,923,4000,798.0,900.0,102.0,11.33,Rs.,0,//www.daraz.pk/products/-i158808262-s1912967652.html?search=1
"Premium Quality pocket friendly Slim and Smart & Classy Wallet and card holder purse for Men & Boys,",Premium,Mens Bags,4.7,36,199,265.0,550.0,285.0,51.82,Rs.,Free Delivery,//www.daraz.pk/products/premium-quality-pocket-friendly-slim-and-smart-classy-wallet-and-card-holder-purse-for-men-boys-i433114936-s2073427982.html?search=1
Long Size Leather  Key Pouch A one Leather High Quality Material Use this pouch Three Ring Available in Pouch  mostly use for banking key for banker,Long,Mens Bags,5.0,48,92,1000.0,2000.0,1000.0,50.0,Rs.,Free Delivery,//www.daraz.pk/products/long-size-leather-key-pouch-a-one-leather-high-quality-material-use-this-pouch-three-ring-available-in-pouch-mostly-use-for-banking-key-for-banker-i434397799-s2181105182.html?search=1
Small Wallet for Men and Boys | Slim and Smart Card Holder,Small,Mens Bags,4.6,929,5000,109.0,300.0,191.0,63.67,Rs.,Free Delivery,//www.daraz.pk/products/-i246465375-s1464504836.html?search=1
Card Holder For Men 9x Cards Slots Short Purse Slim and Classy Pocket Friendly Fashion Wallets Zipper,Card,Mens Bags,4.4,340,2000,165.0,450.0,285.0,63.33,Rs.,Free Delivery,//www.daraz.pk/products/card-holder-for-men-9x-cards-slots-short-purse-slim-and-classy-pocket-friendly-fashion-wallets-zipper-i392143131-s2095598090.html?search=1
100% Genuine Cow Leather Wallet for men,100%,Mens Bags,4.5,619,3000,499.0,1900.0,1401.0,73.74,Rs.,0,//www.daraz.pk/products/genuine-leather-wallet-for-men-stylish-leather-boy-boys-7-card-holder-pockets-pure-cow-kids-kid-boy-boys-i171396630-s1489005752.html?search=1
CUSTOMIZE NAME AND PICTURE ENGRAVED WALLET AND KEYCHAIN WITH BOX PACKING,CUSTOMIZE,Mens Bags,4.7,980,4000,644.0,1400.0,756.0,54.0,Rs.,0,//www.daraz.pk/products/-i200874401-s1399188865.html?search=1
Black Leather wallet for Men Real Leather Wallet Black Color with Plain Formal Real Goat Leather Bi-fold Wallet For Men,Black,Mens Bags,3.9,78,508,199.0,500.0,301.0,60.2,Rs.,0,//www.daraz.pk/products/-i177052652-s1352156171.html?search=1
CUSTOMIZE NAME AND PICTURE ENGRAVED WALLET AND KEYCHAIN WITH BOX PACKING,CUSTOMIZE,Mens Bags,4.4,382,1000,633.0,1400.0,767.0,54.79,Rs.,0,//www.daraz.pk/products/-i217791810-s1428431582.html?search=1
